time,flow
2016-04-03 00:00,0.623
2016-04-04 00:00,1.623
2016-04-05 00:00,1.186
2016-04-06 00:00,0.864
2016-04-07 00:00,0.655
2016-04-08 00:00,0.604
2016-04-09 00:00,0.582
2016-04-10 00:00,0.478
2016-04-11 00:00,0.428
2016-04-12 00:00,0.498
2016-04-13 00:00,0.441
2016-04-14 00:00,0.388
2016-04-15 00:00,0.347
2016-04-16 00:00,0.323
2016-04-17 00:00,0.3
2016-04-18 00:00,0.273
2016-04-19 00:00,0.253
2016-04-20 00:00,0.24
2016-04-21 00:00,0.227
2016-04-22 00:00,0.223
2016-04-23 00:00,0.212
2016-04-24 00:00,0.201
2016-04-25 00:00,0.193
2016-04-26 00:00,0.183
2016-04-27 00:00,0.179
2016-04-28 00:00,0.209
2016-04-29 00:00,0.374
2016-04-30 00:00,0.431
2016-05-01 00:00,0.481
2016-05-02 00:00,0.876
2016-05-03 00:00,0.44
2016-05-04 00:00,0.346
2016-05-05 00:00,0.33
2016-05-06 00:00,0.27
2016-05-07 00:00,0.252
2016-05-08 00:00,0.238
2016-05-09 00:00,0.216
2016-05-10 00:00,0.199
2016-05-11 00:00,0.186
2016-05-12 00:00,0.175
2016-05-13 00:00,0.17
2016-05-14 00:00,0.16
2016-05-15 00:00,0.156
2016-05-16 00:00,0.15
2016-05-17 00:00,0.149
2016-05-18 00:00,0.163
2016-05-19 00:00,0.196
2016-05-20 00:00,0.249
2016-05-21 00:00,0.395
2016-05-22 00:00,0.208
2016-05-23 00:00,0.174
2016-05-24 00:00,0.165
2016-05-25 00:00,0.155
2016-05-26 00:00,0.148
2016-05-27 00:00,0.15
2016-05-28 00:00,0.145
2016-05-29 00:00,0.129
2016-05-30 00:00,0.125
2016-05-31 00:00,0.123
2016-06-01 00:00,0.12
2016-06-02 00:00,0.105
2016-06-03 00:00,0.111
2016-06-04 00:00,0.106
2016-06-05 00:00,0.103
2016-06-06 00:00,0.097
2016-06-07 00:00,0.089
2016-06-08 00:00,0.083
2016-06-09 00:00,0.084
2016-06-10 00:00,0.087
2016-06-11 00:00,0.09
2016-06-12 00:00,0.097
2016-06-13 00:00,0.083
2016-06-14 00:00,0.217
2016-06-15 00:00,0.262
2016-06-16 00:00,0.268
2016-06-17 00:00,0.235
2016-06-18 00:00,0.183
2016-06-19 00:00,0.781
2016-06-20 00:00,0.507
2016-06-21 00:00,0.293
2016-06-22 00:00,0.228
2016-06-23 00:00,0.19
2016-06-24 00:00,0.181
2016-06-25 00:00,0.196
2016-06-26 00:00,0.165
2016-06-27 00:00,0.146
2016-06-28 00:00,0.137
2016-06-29 00:00,0.134
2016-06-30 00:00,0.128
2016-07-01 00:00,0.134
2016-07-02 00:00,0.123
2016-07-03 00:00,0.116
2016-07-04 00:00,0.123
2016-07-05 00:00,0.121
2016-07-06 00:00,0.113
2016-07-07 00:00,0.185
2016-07-08 00:00,0.345
2016-07-09 00:00,0.57
2016-07-10 00:00,0.734
2016-07-11 00:00,0.492
2016-07-12 00:00,0.324
2016-07-13 00:00,0.264
2016-07-14 00:00,0.211
2016-07-15 00:00,0.254
2016-07-16 00:00,0.223
2016-07-17 00:00,0.196
2016-07-18 00:00,0.182
2016-07-19 00:00,0.163
2016-07-20 00:00,0.599
2016-07-21 00:00,0.282
2016-07-22 00:00,0.246
2016-07-23 00:00,0.212
2016-07-24 00:00,0.448
2016-07-25 00:00,0.386
2016-07-26 00:00,0.282
2016-07-27 00:00,0.242
2016-07-28 00:00,0.212
2016-07-29 00:00,0.193
2016-07-30 00:00,0.175
2016-07-31 00:00,0.161
2016-08-01 00:00,0.15
2016-08-02 00:00,0.407
2016-08-03 00:00,0.746
2016-08-04 00:00,0.406
2016-08-05 00:00,0.303
2016-08-06 00:00,0.286
2016-08-07 00:00,0.294
2016-08-08 00:00,0.261
2016-08-09 00:00,0.222
2016-08-10 00:00,0.276
2016-08-11 00:00,0.368
2016-08-12 00:00,0.408
2016-08-13 00:00,0.363
2016-08-14 00:00,0.283
2016-08-15 00:00,0.246
2016-08-16 00:00,0.221
2016-08-17 00:00,0.196
2016-08-18 00:00,0.183
2016-08-19 00:00,0.207
2016-08-20 00:00,0.258
2016-08-21 00:00,0.229
2016-08-22 00:00,0.191
2016-08-23 00:00,0.172
2016-08-24 00:00,0.16
2016-08-25 00:00,0.158
2016-08-26 00:00,0.156
2016-08-27 00:00,0.147
2016-08-28 00:00,0.15
2016-08-29 00:00,0.141
2016-08-30 00:00,0.132
2016-08-31 00:00,0.139
2016-09-01 00:00,0.158
2016-09-02 00:00,0.195
2016-09-03 00:00,0.17
2016-09-04 00:00,0.181
2016-09-05 00:00,0.18
2016-09-06 00:00,0.354
2016-09-07 00:00,0.316
2016-09-08 00:00,0.864
2016-09-09 00:00,1.49
2016-09-10 00:00,0.826
2016-09-11 00:00,0.52
2016-09-12 00:00,0.417
2016-09-13 00:00,0.393
2016-09-14 00:00,0.348
2016-09-15 00:00,0.324
2016-09-16 00:00,0.322
2016-09-17 00:00,0.273
2016-09-18 00:00,0.251
2016-09-19 00:00,0.211
2016-09-20 00:00,0.204
2016-09-21 00:00,0.22
2016-09-22 00:00,0.217
2016-09-23 00:00,0.209
2016-09-24 00:00,0.337
2016-09-25 00:00,0.291
2016-09-26 00:00,0.514
2016-09-27 00:00,0.612
2016-09-28 00:00,1.407
2016-09-29 00:00,1.139
2016-09-30 00:00,0.713
2016-10-01 00:00,0.544
2016-10-02 00:00,0.456
2016-10-03 00:00,0.396
2016-10-04 00:00,0.353
2016-10-05 00:00,0.317
2016-10-06 00:00,0.29
2016-10-07 00:00,0.264
2016-10-08 00:00,0.255
2016-10-09 00:00,0.248
2016-10-10 00:00,0.231
2016-10-11 00:00,0.231
2016-10-12 00:00,0.225
2016-10-13 00:00,0.275
2016-10-14 00:00,0.496
2016-10-15 00:00,0.559
2016-10-16 00:00,0.409
2016-10-17 00:00,0.531
2016-10-18 00:00,0.647
2016-10-19 00:00,0.442
2016-10-20 00:00,0.38
2016-10-21 00:00,0.346
2016-10-22 00:00,0.362
2016-10-23 00:00,0.419
2016-10-24 00:00,0.394
2016-10-25 00:00,0.348
2016-10-26 00:00,0.325
2016-10-27 00:00,0.355
2016-10-28 00:00,0.329
2016-10-29 00:00,0.313
2016-10-30 00:00,0.299
2016-10-31 00:00,0.331
2016-11-01 00:00,0.318
2016-11-02 00:00,0.285
2016-11-03 00:00,0.294
2016-11-04 00:00,0.295
2016-11-05 00:00,0.281
2016-11-06 00:00,0.27
2016-11-07 00:00,0.245
2016-11-08 00:00,0.246
2016-11-09 00:00,0.268
2016-11-10 00:00,0.315
2016-11-11 00:00,0.523
2016-11-12 00:00,0.747
2016-11-13 00:00,0.677
2016-11-14 00:00,0.641
2016-11-15 00:00,0.566
2016-11-16 00:00,1.325
2016-11-17 00:00,2.03
2016-11-18 00:00,1.087
2016-11-19 00:00,0.824
2016-11-20 00:00,0.658
2016-11-21 00:00,0.575
2016-11-22 00:00,0.596
2016-11-23 00:00,0.49
2016-11-24 00:00,0.439
2016-11-25 00:00,0.404
2016-11-26 00:00,0.396
2016-11-27 00:00,0.379
2016-11-28 00:00,0.355
2016-11-29 00:00,0.334
2016-11-30 00:00,0.315
2016-12-01 00:00,0.296
2016-12-02 00:00,0.283
2016-12-03 00:00,0.273
2016-12-04 00:00,0.26
2016-12-05 00:00,0.214
2016-12-06 00:00,0.264
2016-12-07 00:00,0.313
2016-12-08 00:00,0.279
2016-12-09 00:00,0.351
2016-12-10 00:00,0.326
2016-12-11 00:00,0.288
2016-12-12 00:00,0.272
2016-12-13 00:00,0.265
2016-12-14 00:00,0.264
2016-12-15 00:00,0.262
2016-12-16 00:00,0.342
2016-12-17 00:00,0.316
2016-12-18 00:00,0.313
2016-12-19 00:00,0.291
2016-12-20 00:00,0.369
2016-12-21 00:00,0.776
2016-12-22 00:00,1.81
2016-12-23 00:00,3.798
2016-12-24 00:00,3.223
2016-12-25 00:00,2.297
2016-12-26 00:00,2.116
2016-12-27 00:00,1.561
2016-12-28 00:00,1.123
2016-12-29 00:00,0.908
2016-12-30 00:00,0.771
2016-12-31 00:00,0.744
2017-01-01 00:00,0.629
2017-01-02 00:00,0.553
2017-01-03 00:00,0.504
2017-01-04 00:00,0.442
2017-01-05 00:00,0.406
2017-01-06 00:00,0.397
2017-01-07 00:00,0.367
2017-01-08 00:00,0.364
2017-01-09 00:00,0.677
2017-01-10 00:00,0.53
2017-01-11 00:00,0.507
2017-01-12 00:00,0.44
2017-01-13 00:00,0.389
2017-01-14 00:00,0.376
2017-01-15 00:00,0.497
2017-01-16 00:00,0.428
2017-01-17 00:00,0.39
2017-01-18 00:00,0.366
2017-01-19 00:00,0.344
2017-01-20 00:00,0.334
2017-01-21 00:00,0.313
2017-01-22 00:00,0.299
2017-01-23 00:00,0.286
2017-01-24 00:00,0.318
2017-01-25 00:00,0.318
2017-01-26 00:00,0.278
2017-01-27 00:00,0.27
2017-01-28 00:00,0.413
2017-01-29 00:00,0.391
2017-01-30 00:00,0.349
2017-01-31 00:00,0.609
2017-02-01 00:00,0.493
2017-02-02 00:00,0.464
2017-02-03 00:00,0.434
2017-02-04 00:00,1.063
2017-02-05 00:00,0.781
2017-02-06 00:00,0.859
2017-02-07 00:00,1.499
2017-02-08 00:00,1.134
2017-02-09 00:00,0.87
2017-02-10 00:00,0.727
2017-02-11 00:00,0.676
2017-02-12 00:00,0.635
2017-02-13 00:00,0.729
2017-02-14 00:00,0.648
2017-02-15 00:00,0.557
2017-02-16 00:00,0.556
2017-02-17 00:00,0.495
2017-02-18 00:00,0.496
2017-02-19 00:00,0.452
2017-02-20 00:00,0.418
2017-02-21 00:00,0.428
2017-02-22 00:00,0.452
2017-02-23 00:00,0.805
2017-02-24 00:00,1.893
2017-02-25 00:00,4.53
2017-02-26 00:00,3.896
2017-02-27 00:00,2.058
2017-02-28 00:00,1.359
2017-03-01 00:00,0.992
2017-03-02 00:00,0.775
2017-03-03 00:00,0.772
2017-03-04 00:00,1.704
2017-03-05 00:00,1.341
2017-03-06 00:00,1.051
2017-03-07 00:00,1.115
2017-03-08 00:00,1.263
2017-03-09 00:00,1.168
2017-03-10 00:00,0.921
2017-03-11 00:00,0.849
2017-03-12 00:00,0.734
2017-03-13 00:00,0.64
2017-03-14 00:00,0.597
2017-03-15 00:00,0.53
2017-03-16 00:00,0.502
2017-03-17 00:00,0.514
2017-03-18 00:00,0.53
2017-03-19 00:00,0.563
2017-03-20 00:00,0.63
2017-03-21 00:00,0.82
2017-03-22 00:00,0.695
2017-03-23 00:00,0.591
2017-03-24 00:00,0.516
2017-03-25 00:00,0.46
2017-03-26 00:00,0.418
2017-03-27 00:00,0.385
2017-03-28 00:00,0.363
2017-03-29 00:00,0.421
2017-03-30 00:00,0.852
2017-03-31 00:00,0.933
2017-04-01 00:00,0.58
2017-04-02 00:00,0.481
2017-04-03 00:00,0.456
2017-04-04 00:00,0.41
2017-04-05 00:00,0.367
2017-04-06 00:00,0.324
2017-04-07 00:00,0.311
2017-04-08 00:00,0.295
2017-04-09 00:00,0.279
2017-04-10 00:00,0.26
2017-04-11 00:00,0.251
2017-04-12 00:00,0.235
2017-04-13 00:00,0.223
2017-04-14 00:00,0.215
2017-04-15 00:00,0.204
2017-04-16 00:00,0.203
2017-04-17 00:00,0.194
2017-04-18 00:00,0.186
2017-04-19 00:00,0.179
2017-04-20 00:00,0.172
2017-04-21 00:00,0.167
2017-04-22 00:00,0.161
2017-04-23 00:00,0.159
2017-04-24 00:00,0.163
2017-04-25 00:00,0.157
2017-04-26 00:00,0.147
2017-04-27 00:00,0.145
2017-04-28 00:00,0.141
2017-04-29 00:00,0.137
2017-04-30 00:00,0.133
2017-05-01 00:00,0.116
2017-05-02 00:00,0.116
2017-05-03 00:00,0.118
2017-05-04 00:00,0.118
2017-05-05 00:00,0.115
2017-05-06 00:00,0.112
2017-05-07 00:00,0.099
2017-05-08 00:00,0.101
2017-05-09 00:00,0.106
2017-05-10 00:00,0.107
2017-05-11 00:00,0.104
2017-05-12 00:00,0.102
2017-05-13 00:00,0.111
2017-05-14 00:00,0.11
2017-05-15 00:00,0.144
2017-05-16 00:00,0.139
2017-05-17 00:00,0.099
2017-05-18 00:00,0.096
2017-05-19 00:00,0.094
2017-05-20 00:00,0.119
2017-05-21 00:00,0.153
2017-05-22 00:00,0.17
2017-05-23 00:00,0.159
2017-05-24 00:00,0.123
2017-05-25 00:00,0.112
2017-05-26 00:00,0.102
2017-05-27 00:00,0.097
2017-05-28 00:00,0.092
2017-05-29 00:00,0.097
2017-05-30 00:00,0.094
2017-05-31 00:00,0.083
2017-06-01 00:00,0.088
2017-06-02 00:00,0.094
2017-06-03 00:00,0.094
2017-06-04 00:00,0.091
2017-06-05 00:00,0.227
2017-06-06 00:00,3.273
2017-06-07 00:00,1.404
2017-06-08 00:00,2.187
2017-06-09 00:00,1.763
2017-06-10 00:00,1.262
2017-06-11 00:00,1.551
2017-06-12 00:00,1.059
2017-06-13 00:00,0.726
2017-06-14 00:00,0.563
2017-06-15 00:00,0.534
2017-06-16 00:00,0.432
2017-06-17 00:00,0.364
2017-06-18 00:00,0.291
2017-06-19 00:00,0.261
2017-06-20 00:00,0.24
2017-06-21 00:00,0.239
2017-06-22 00:00,0.214
2017-06-23 00:00,0.204
2017-06-24 00:00,0.185
2017-06-25 00:00,0.174
2017-06-26 00:00,0.168
2017-06-27 00:00,0.214
2017-06-28 00:00,0.18
2017-06-29 00:00,0.486
2017-06-30 00:00,0.392
2017-07-01 00:00,0.253
2017-07-02 00:00,0.207
2017-07-03 00:00,0.154
2017-07-04 00:00,0.175
2017-07-05 00:00,0.166
2017-07-06 00:00,0.161
2017-07-07 00:00,0.152
2017-07-08 00:00,0.135
2017-07-09 00:00,0.151
2017-07-10 00:00,0.157
2017-07-11 00:00,0.174
2017-07-12 00:00,0.144
2017-07-13 00:00,0.132
2017-07-14 00:00,0.127
2017-07-15 00:00,0.162
2017-07-16 00:00,0.128
2017-07-17 00:00,0.117
2017-07-18 00:00,0.113
2017-07-19 00:00,0.152
2017-07-20 00:00,0.255
2017-07-21 00:00,0.167
2017-07-22 00:00,0.264
2017-07-23 00:00,0.289
2017-07-24 00:00,0.195
2017-07-25 00:00,0.17
2017-07-26 00:00,0.907
2017-07-27 00:00,0.405
2017-07-28 00:00,0.332
2017-07-29 00:00,0.544
2017-07-30 00:00,0.493
2017-07-31 00:00,0.665
2017-08-01 00:00,0.658
2017-08-02 00:00,0.891
2017-08-03 00:00,1.042
2017-08-04 00:00,1.152
2017-08-05 00:00,0.846
2017-08-06 00:00,0.903
2017-08-07 00:00,0.735
2017-08-08 00:00,0.541
2017-08-09 00:00,0.436
2017-08-10 00:00,0.374
2017-08-11 00:00,0.428
2017-08-12 00:00,0.367
2017-08-13 00:00,0.31
2017-08-14 00:00,1.078
2017-08-15 00:00,1.038
2017-08-16 00:00,1.306
2017-08-17 00:00,1.118
2017-08-18 00:00,0.831
2017-08-19 00:00,0.607
2017-08-20 00:00,0.495
2017-08-21 00:00,0.429
2017-08-22 00:00,0.403
2017-08-23 00:00,1.176
2017-08-24 00:00,0.56
2017-08-25 00:00,0.765
2017-08-26 00:00,0.65
2017-08-27 00:00,0.498
2017-08-28 00:00,0.473
2017-08-29 00:00,0.42
2017-08-30 00:00,0.371
2017-08-31 00:00,0.33
2017-09-01 00:00,0.282
2017-09-02 00:00,0.269
2017-09-03 00:00,0.269
2017-09-04 00:00,0.506
2017-09-05 00:00,0.389
2017-09-06 00:00,0.317
2017-09-07 00:00,0.531
2017-09-08 00:00,0.437
2017-09-09 00:00,0.358
2017-09-10 00:00,0.887
2017-09-11 00:00,0.753
2017-09-12 00:00,0.523
2017-09-13 00:00,0.853
2017-09-14 00:00,0.66
2017-09-15 00:00,0.51
2017-09-16 00:00,0.442
2017-09-17 00:00,0.413
2017-09-18 00:00,0.379
2017-09-19 00:00,0.328
2017-09-20 00:00,0.389
2017-09-21 00:00,0.47
2017-09-22 00:00,0.394
2017-09-23 00:00,0.359
2017-09-24 00:00,1.446
2017-09-25 00:00,1.533
2017-09-26 00:00,0.89
2017-09-27 00:00,1.076
2017-09-28 00:00,1.05
2017-09-29 00:00,0.912
2017-09-30 00:00,0.675
2017-10-01 00:00,1.865
2017-10-02 00:00,1.631
2017-10-03 00:00,1.001
2017-10-04 00:00,0.855
2017-10-05 00:00,0.721
2017-10-06 00:00,0.596
2017-10-07 00:00,0.519
2017-10-08 00:00,0.458
2017-10-09 00:00,0.61
2017-10-10 00:00,0.9
2017-10-11 00:00,1.658
2017-10-12 00:00,1.66
2017-10-13 00:00,2.764
2017-10-14 00:00,1.374
2017-10-15 00:00,0.994
2017-10-16 00:00,1.076
2017-10-17 00:00,1.137
2017-10-18 00:00,0.81
2017-10-19 00:00,1.02
2017-10-20 00:00,1.147
2017-10-21 00:00,1.203
2017-10-22 00:00,0.865
2017-10-23 00:00,0.932
2017-10-24 00:00,0.908
2017-10-25 00:00,0.728
2017-10-26 00:00,0.625
2017-10-27 00:00,0.532
2017-10-28 00:00,0.503
2017-10-29 00:00,0.45
2017-10-30 00:00,0.409
2017-10-31 00:00,0.435
2017-11-01 00:00,0.459
2017-11-02 00:00,0.416
2017-11-03 00:00,0.385
2017-11-04 00:00,0.397
2017-11-05 00:00,0.357
2017-11-06 00:00,0.331
2017-11-07 00:00,0.394
2017-11-08 00:00,0.417
2017-11-09 00:00,0.469
2017-11-10 00:00,0.392
2017-11-11 00:00,0.353
2017-11-12 00:00,0.325
2017-11-13 00:00,0.318
2017-11-14 00:00,0.31
2017-11-15 00:00,0.295
2017-11-16 00:00,0.318
2017-11-17 00:00,0.287
2017-11-18 00:00,0.269
2017-11-19 00:00,0.264
2017-11-20 00:00,0.547
2017-11-21 00:00,0.967
2017-11-22 00:00,1.505
2017-11-23 00:00,1.133
2017-11-24 00:00,0.765
2017-11-25 00:00,0.616
2017-11-26 00:00,0.61
2017-11-27 00:00,0.605
2017-11-28 00:00,0.499
2017-11-29 00:00,0.445
2017-11-30 00:00,0.377
2017-12-01 00:00,0.368
2017-12-02 00:00,0.357
2017-12-03 00:00,0.335
2017-12-04 00:00,0.323
2017-12-05 00:00,0.306
2017-12-06 00:00,1.236
2017-12-07 00:00,1.077
2017-12-08 00:00,0.614
2017-12-09 00:00,0.471
2017-12-10 00:00,0.421
2017-12-11 00:00,0.38
2017-12-12 00:00,0.361
2017-12-13 00:00,0.718
2017-12-14 00:00,0.453
2017-12-15 00:00,0.405
2017-12-16 00:00,0.369
2017-12-17 00:00,0.442
2017-12-18 00:00,0.379
2017-12-19 00:00,0.508
2017-12-20 00:00,0.577
2017-12-21 00:00,0.448
2017-12-22 00:00,0.405
2017-12-23 00:00,0.501
2017-12-24 00:00,1.165
2017-12-25 00:00,1.579
2017-12-26 00:00,1.094
2017-12-27 00:00,0.759
2017-12-28 00:00,0.609
2017-12-29 00:00,0.539
2017-12-30 00:00,0.585
2017-12-31 00:00,2.378
2018-01-01 00:00,1.805
2018-01-02 00:00,2.33
2018-01-03 00:00,2.544
2018-01-04 00:00,2.425
2018-01-05 00:00,1.994
2018-01-06 00:00,1.395
2018-01-07 00:00,1.046
2018-01-08 00:00,0.846
2018-01-09 00:00,0.773
2018-01-10 00:00,0.684
2018-01-11 00:00,0.624
2018-01-12 00:00,0.577
2018-01-13 00:00,0.536
2018-01-14 00:00,1.78
2018-01-15 00:00,1.32
2018-01-16 00:00,0.903
2018-01-17 00:00,0.696
2018-01-18 00:00,0.613
2018-01-19 00:00,0.55
2018-01-20 00:00,0.485
2018-01-21 00:00,0.463
2018-01-22 00:00,1.17
2018-01-23 00:00,4.572
2018-01-24 00:00,3.738
2018-01-25 00:00,2.193
2018-01-26 00:00,1.552
2018-01-27 00:00,2.033
2018-01-28 00:00,2.296
2018-01-29 00:00,1.951
2018-01-30 00:00,2.607
2018-01-31 00:00,2.158
2018-02-01 00:00,1.416
2018-02-02 00:00,1.097
2018-02-03 00:00,1.057
2018-02-04 00:00,0.886
2018-02-05 00:00,0.745
2018-02-06 00:00,0.645
2018-02-07 00:00,0.597
2018-02-08 00:00,0.643
2018-02-09 00:00,0.561
2018-02-10 00:00,0.882
2018-02-11 00:00,0.736
2018-02-12 00:00,0.591
2018-02-13 00:00,0.55
2018-02-14 00:00,0.544
2018-02-15 00:00,0.532
2018-02-16 00:00,0.792
2018-02-17 00:00,0.954
2018-02-18 00:00,0.806
2018-02-19 00:00,0.833
2018-02-20 00:00,0.665
2018-02-21 00:00,0.585
2018-02-22 00:00,0.522
2018-02-23 00:00,0.471
2018-02-24 00:00,0.425
2018-02-25 00:00,0.392
2018-02-26 00:00,0.371
2018-02-27 00:00,0.357
2018-02-28 00:00,0.33
2018-03-01 00:00,0.334
2018-03-02 00:00,0.327
2018-03-03 00:00,0.307
2018-03-04 00:00,0.274
2018-03-05 00:00,0.806
2018-03-06 00:00,1.62
2018-03-07 00:00,1.278
2018-03-08 00:00,1.206
2018-03-09 00:00,1.285
2018-03-10 00:00,2.655
2018-03-11 00:00,2.141
2018-03-12 00:00,1.487
2018-03-13 00:00,1.18
2018-03-14 00:00,1.156
2018-03-15 00:00,1.685
2018-03-16 00:00,2.211
2018-03-17 00:00,1.29
2018-03-18 00:00,0.971
2018-03-19 00:00,0.831
2018-03-20 00:00,0.687
2018-03-21 00:00,0.649
2018-03-22 00:00,0.704
2018-03-23 00:00,1.466
2018-03-24 00:00,0.785
2018-03-25 00:00,0.634
2018-03-26 00:00,0.6
2018-03-27 00:00,0.76
2018-03-28 00:00,0.569
2018-03-29 00:00,0.493
2018-03-30 00:00,0.664
2018-03-31 00:00,0.747
2018-04-01 00:00,0.584
2018-04-02 00:00,0.581
2018-04-03 00:00,1.177
2018-04-04 00:00,1.474
2018-04-05 00:00,1.51
2018-04-06 00:00,2.032
2018-04-07 00:00,2.436
2018-04-08 00:00,1.662
2018-04-09 00:00,1.215
2018-04-10 00:00,1.055
2018-04-11 00:00,0.9
2018-04-12 00:00,0.76
2018-04-13 00:00,0.728
2018-04-14 00:00,0.612
2018-04-15 00:00,0.563
2018-04-16 00:00,0.561
2018-04-17 00:00,0.544
2018-04-18 00:00,0.475
2018-04-19 00:00,0.427
2018-04-20 00:00,0.378
2018-04-21 00:00,0.364
2018-04-22 00:00,0.355
2018-04-23 00:00,0.351
2018-04-24 00:00,0.322
2018-04-25 00:00,0.306
2018-04-26 00:00,0.287
2018-04-27 00:00,0.274
2018-04-28 00:00,0.262
2018-04-29 00:00,0.251
2018-04-30 00:00,0.248
2018-05-01 00:00,0.271
2018-05-02 00:00,0.433
2018-05-03 00:00,0.316
2018-05-04 00:00,0.296
2018-05-05 00:00,0.262
2018-05-06 00:00,0.243
2018-05-07 00:00,0.22
2018-05-08 00:00,0.23
2018-05-09 00:00,0.261
2018-05-10 00:00,0.241
2018-05-11 00:00,0.222
2018-05-12 00:00,0.226
2018-05-13 00:00,0.261
2018-05-14 00:00,0.212
2018-05-15 00:00,0.199
2018-05-16 00:00,0.187
2018-05-17 00:00,0.179
2018-05-18 00:00,0.177
2018-05-19 00:00,0.168
2018-05-20 00:00,0.166
2018-05-21 00:00,0.16
2018-05-22 00:00,0.158
2018-05-23 00:00,0.154
2018-05-24 00:00,0.146
2018-05-25 00:00,0.142
2018-05-26 00:00,0.138
2018-05-27 00:00,0.134
2018-05-28 00:00,0.13
2018-05-29 00:00,0.131
2018-05-30 00:00,0.128
2018-05-31 00:00,0.126
2018-06-01 00:00,0.124
2018-06-02 00:00,0.119
2018-06-03 00:00,0.115
2018-06-04 00:00,0.113
2018-06-05 00:00,0.108
2018-06-06 00:00,0.105
2018-06-07 00:00,0.102
2018-06-08 00:00,0.098
2018-06-09 00:00,0.095
2018-06-10 00:00,0.092
2018-06-11 00:00,0.09
2018-06-12 00:00,0.088
2018-06-13 00:00,0.118
2018-06-14 00:00,0.154
2018-06-15 00:00,0.105
2018-06-16 00:00,0.209
2018-06-17 00:00,0.156
2018-06-18 00:00,0.12
2018-06-19 00:00,0.146
2018-06-20 00:00,0.294
2018-06-21 00:00,0.158
2018-06-22 00:00,0.122
2018-06-23 00:00,0.106
2018-06-24 00:00,0.097
2018-06-25 00:00,0.088
2018-06-26 00:00,0.087
2018-06-27 00:00,0.072
2018-06-28 00:00,0.072
2018-06-29 00:00,0.077
2018-06-30 00:00,0.075
2018-07-01 00:00,0.064
2018-07-02 00:00,0.065
2018-07-03 00:00,0.065
2018-07-04 00:00,0.063
2018-07-05 00:00,0.06
2018-07-06 00:00,0.057
2018-07-07 00:00,0.055
2018-07-08 00:00,0.055
2018-07-09 00:00,0.057
2018-07-10 00:00,0.044
2018-07-11 00:00,0.044
2018-07-12 00:00,0.05
2018-07-13 00:00,0.051
2018-07-14 00:00,0.048
2018-07-15 00:00,0.05
2018-07-16 00:00,0.054
2018-07-17 00:00,0.05
2018-07-18 00:00,0.047
2018-07-19 00:00,0.036
2018-07-20 00:00,0.033
